gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
991806949	77ecd330-b09e-11e2-a01d-00145eb45e9a	eec60489-3898-4086-bef7-d719e2b8a939	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa		DE	Daubitz, Waldrand Nähe Schloss Niederspree		PRESENT		c76cf030-2a95-11da-9cc1-b8a03c50a862	51.400914	14.869856	5000.0						2013-09-06	6	9	2013	4515211	4515211	HUMAN_OBSERVATION	NABU Sachsen AK Entomologie	Insekten Sachsen	eec60489-3898-4086-bef7-d719e2b8a939				CC_BY_4_0		Wolf-Harald Liebig;Wolf-Harald Liebig			2025-01-03T22:22:34.547Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
932342332	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:16088745	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa	(Linnaeus, 1758)	SE	Dumme mosse, Sm	Småland	PRESENT	1	b8323864-602a-4a7d-9127-bb903054e97d	57.7489	14.05458	2000.0						2014-07-09T12:00	9	7	2014	4515211	4515211	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	16088745				CC0_1_0	Bengt Edqvist	Bengt Edqvist			2024-12-28T20:32:37.985Z	StillImage	TAXON_MATCH_TAXON_ID_IGNORED
932126498	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:16015175	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa	(Linnaeus, 1758)	SE	Kraftledningsgata, Kärrvägen, Vstm	Västmanland	PRESENT	1	b8323864-602a-4a7d-9127-bb903054e97d	60.05997	16.31968	200.0						2014-06-21	21	6	2014	4515211	4515211	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	16015175				CC0_1_0	Petter Andersson	Petter Andersson			2024-12-28T20:42:31.914Z	StillImage	TAXON_MATCH_TAXON_ID_IGNORED
932112760	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:16011597	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa	(Linnaeus, 1758)	SE	Bergshyttan, vägkant, Vstm	Västmanland	PRESENT	1	b8323864-602a-4a7d-9127-bb903054e97d	59.67529	15.41949	100.0						2014-06-12	12	6	2014	4515211	4515211	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	16011597				CC0_1_0	Lars Bergendorf	Lars Bergendorf, Bengt Hertzman			2024-12-28T20:43:48.957Z	StillImage	TAXON_MATCH_TAXON_ID_IGNORED
932057431	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:15987985	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa	(Linnaeus, 1758)	SE	Lövbränna S Lilla Råsgöl, Sm	Småland	PRESENT	1	b8323864-602a-4a7d-9127-bb903054e97d	56.97302	16.06861	50.0						2014-06-15	15	6	2014	4515211	4515211	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	15987985				CC0_1_0	Pav Johnsson	Pav Johnsson			2024-12-28T20:31:48.589Z		TAXON_MATCH_TAXON_ID_IGNORED
932008463	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:15968096	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa	(Linnaeus, 1758)	SE	Lösing, Ög	Östergötland	PRESENT	1	b8323864-602a-4a7d-9127-bb903054e97d	58.73335	16.30168	200.0						2014-06-10	10	6	2014	4515211	4515211	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	15968096				CC0_1_0	Lennart Sundh	Lennart Sundh			2024-12-28T20:44:15.576Z	StillImage	TAXON_MATCH_TAXON_ID_IGNORED
866286860	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Erlangen, Geisbergstrasse		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	49.608889	10.976111											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	25113		Gerhard Bittner		CC_BY_4_0					2024-01-25T00:53:48.063Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
812707730	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Neusorge, Neusorge (Haehnichen), Kiefernwald zwischen Neusorge und Haehnichen, ehem. Trasse		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	51.378056	14.914444											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	22951		Tommy Kästner		CC_BY_4_0					2024-01-25T00:53:47.631Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
812707670	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Rietschen, Waldrand westlich Heidehaeuser		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	51.412222	14.800556											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	22705		Tommy Kästner		CC_BY_4_0					2024-01-25T00:53:47.137Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
768666655	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Grosshennersdorf		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	50.948809	14.748196											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	20969				CC_BY_4_0					2024-01-25T00:53:49.093Z		CONTINENT_DERIVED_FROM_COORDINATES
768666654	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Niesky		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	51.24878	14.74819											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	20968				CC_BY_4_0					2024-01-25T00:53:49.092Z		CONTINENT_DERIVED_FROM_COORDINATES
768666653	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Neudorf/Spree		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	51.311389	14.545											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	20967				CC_BY_4_0					2024-01-25T00:53:49.099Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
768666652	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Neschwitz		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	51.248772	14.248257											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	20966				CC_BY_4_0					2024-01-25T00:53:49.099Z		CONTINENT_DERIVED_FROM_COORDINATES
768666651	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Neida		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	51.348762	14.414903											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	20965				CC_BY_4_0					2024-01-25T00:53:49.097Z		CONTINENT_DERIVED_FROM_COORDINATES
768666650	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Milkel		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	51.248775	14.414903											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	20964				CC_BY_4_0					2024-01-25T00:53:49.097Z		CONTINENT_DERIVED_FROM_COORDINATES
768666649	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Loemischau		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	51.248773	14.581545											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	20963				CC_BY_4_0					2024-01-25T00:53:49.120Z		CONTINENT_DERIVED_FROM_COORDINATES
768666647	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Guttau		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	51.248773	14.581545											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	20961				CC_BY_4_0					2024-01-25T00:53:49.119Z		CONTINENT_DERIVED_FROM_COORDINATES
768666580	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Nuernberger Reichswald, 2 km suedlich Heroldsberg		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	49.513056	11.153056											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	20368				CC_BY_4_0					2024-01-25T00:53:48.760Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
768666504	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Abensberger Sande		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	48.849025	11.915309											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	19872				CC_BY_4_0					2024-01-25T00:53:48.925Z		CONTINENT_DERIVED_FROM_COORDINATES
768666503	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	TrUePl Wildflecken		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	50.348845	9.915579											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	19871				CC_BY_4_0					2024-01-25T00:53:48.923Z		CONTINENT_DERIVED_FROM_COORDINATES
768666461	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Ebern		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	50.096667	10.790278											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	19261				CC_BY_4_0					2024-01-25T00:53:48.954Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
768666393	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Moehrendorf, 2 km suedwestlich		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	49.648933	10.915442											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	18871				CC_BY_4_0					2024-01-25T00:53:44.881Z		CONTINENT_DERIVED_FROM_COORDINATES
768666369	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Waren/Schnakenburg		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	53.548499	12.748437											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	18402				CC_BY_4_0					2024-01-25T00:53:44.927Z		CONTINENT_DERIVED_FROM_COORDINATES
768666368	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Usedom		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	53.848475	13.914915											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	18401				CC_BY_4_0					2024-01-25T00:53:44.927Z		CONTINENT_DERIVED_FROM_COORDINATES
768666343	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Eichstaedt		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	48.849023	11.248738											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	8336				CC_BY_4_0					2024-01-25T00:53:44.957Z		CONTINENT_DERIVED_FROM_COORDINATES
768666322	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Kaufbeuren		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	47.849131	10.582175											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	8018				CC_BY_4_0					2024-01-25T00:53:44.970Z		CONTINENT_DERIVED_FROM_COORDINATES
768666321	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Augsburg		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	48.349076	10.915454											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	8017				CC_BY_4_0					2024-01-25T00:53:44.970Z		CONTINENT_DERIVED_FROM_COORDINATES
768666261	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Kelheim		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	48.949017	11.915309											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	7063				CC_BY_4_0					2024-01-25T00:53:45.025Z		CONTINENT_DERIVED_FROM_COORDINATES
768666219	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Gross Burgwedel bei Hannover		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	52.448607	9.91556											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	6826				CC_BY_4_0					2024-01-25T00:53:45.041Z		CONTINENT_DERIVED_FROM_COORDINATES
768666218	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Ludwigsfelde		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	52.348635	13.248386											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	6825				CC_BY_4_0					2024-01-25T00:53:45.040Z		CONTINENT_DERIVED_FROM_COORDINATES
768666217	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Zuehlsdorf		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	52.729722	13.386944											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	6824				CC_BY_4_0					2024-01-25T00:53:45.040Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
768666216	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Ruethnick		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	52.848581	12.915094											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	6823				CC_BY_4_0					2024-01-25T00:53:45.040Z		CONTINENT_DERIVED_FROM_COORDINATES
768666215	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Lehnitz		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	52.748594	13.248378											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	6822				CC_BY_4_0					2024-01-25T00:53:45.038Z		CONTINENT_DERIVED_FROM_COORDINATES
768666214	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Ziegenhals		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	52.358333	13.679167											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	6821				CC_BY_4_0					2024-01-25T00:53:45.038Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
768666205	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Pevestorf		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	53.048547	11.415321											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	6522				CC_BY_4_0					2024-01-25T00:53:45.059Z		CONTINENT_DERIVED_FROM_COORDINATES
768666143	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Meiningen		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	50.548828	10.415504											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5951				CC_BY_4_0					2024-01-25T00:53:44.639Z		CONTINENT_DERIVED_FROM_COORDINATES
768666142	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Burgberg bei Waltershausen		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	50.848793	10.582142											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5950				CC_BY_4_0					2024-01-25T00:53:44.637Z		CONTINENT_DERIVED_FROM_COORDINATES
768666118	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Zeitzgrund bei Stadtroda		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	50.848799	11.748639											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5717				CC_BY_4_0					2024-01-25T00:53:44.651Z		CONTINENT_DERIVED_FROM_COORDINATES
768666117	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Meiningen		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	50.548828	10.415504											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5716				CC_BY_4_0					2024-01-25T00:53:44.647Z		CONTINENT_DERIVED_FROM_COORDINATES
768666116	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Burgberg bei Waltershausen		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	50.848793	10.582142											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5715				CC_BY_4_0					2024-01-25T00:53:44.660Z		CONTINENT_DERIVED_FROM_COORDINATES
768666087	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Nuernberger Reichswald, Waldabteilung Birkenlach		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	49.448955	11.248729											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5517				CC_BY_4_0					2024-01-25T00:53:44.503Z		CONTINENT_DERIVED_FROM_COORDINATES
768666086	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Altdorfer Sandgebiet		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	49.348966	11.415376											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5496				CC_BY_4_0					2024-01-25T00:53:44.503Z		CONTINENT_DERIVED_FROM_COORDINATES
768666082	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Wutachgebiet		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	47.849123	8.415646											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5370				CC_BY_4_0					2024-01-25T00:53:44.503Z		CONTINENT_DERIVED_FROM_COORDINATES
768666077	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Eggersdorf		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	52.548621	13.748307											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5301				CC_BY_4_0					2024-01-25T00:53:44.504Z		CONTINENT_DERIVED_FROM_COORDINATES
768666076	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Nuernberg-Kraftshof		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	49.548941	11.082083											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5179				CC_BY_4_0					2024-01-25T00:53:44.503Z		CONTINENT_DERIVED_FROM_COORDINATES
768666075	d5312bc2-819b-11e2-bad2-00145eb45e9a		Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	Laphria gibbosa		SPECIES	Laphria gibbosa (Linnaeus, 1758)	Laphria gibbosa (LINNAEUS, 1758)		DE	Altdorf		PRESENT		399f50f1-05cd-4f8f-aa42-4b27f9d8a047	49.348966	11.415376											4515211	4515211	HUMAN_OBSERVATION	Asilweb	Atlas der Raubfliegen Deutschlands	5178				CC_BY_4_0					2024-01-25T00:53:44.504Z		CONTINENT_DERIVED_FROM_COORDINATES
